[2024/03/28 22:02:09.719][epsonscan2      ][DbgLog.cpp                                   ; 569][P7CDbgLog                                    ][00006563][-ERROR-] LoadModule Path:[/usr/bin/epsonscan2] Ver:[1.0.0]
[2024/03/28 22:02:23.504][epsonscan2      ][ESScanner.cpp                                ; 469][GetValueForKey                               ][00006563][-ERROR-] Failed get value for key.
[2024/03/28 22:02:23.504][epsonscan2      ][Controller.cpp                               ; 341][GetCapability                                ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.504][epsonscan2      ][Controller.cpp                               ; 210][GetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.504][epsonscan2      ][PassThroughInt.hpp                           ;  49][GetValue                                     ][00006563][-TRACE-] [Test] GetValue
[2024/03/28 22:02:23.504][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  24][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.504][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  34][GetValueForKey                               ][00006563][WARNING] Unsuported Key : pickupRollerNotifyCount
[2024/03/28 22:02:23.505][epsonscan2      ][ESScanner.cpp                                ; 469][GetValueForKey                               ][00006563][-ERROR-] Failed get value for key.
[2024/03/28 22:02:23.505][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt pickupRollerNotifyCount 0
[2024/03/28 22:02:23.505][epsonscan2      ][Controller.cpp                               ; 212][GetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.505][epsonscan2      ][Controller.cpp                               ; 337][GetCapability                                ][00006563][-TRACE-] Enter key = pickupRollerNotifyCount
[2024/03/28 22:02:23.505][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  24][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.505][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  34][GetValueForKey                               ][00006563][WARNING] Unsuported Key : pickupRollerNotifyCount
[2024/03/28 22:02:23.505][epsonscan2      ][ESScanner.cpp                                ; 469][GetValueForKey                               ][00006563][-ERROR-] Failed get value for key.
[2024/03/28 22:02:23.505][epsonscan2      ][Controller.cpp                               ; 341][GetCapability                                ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.505][epsonscan2      ][Controller.cpp                               ; 210][GetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.505][epsonscan2      ][PassThroughInt.hpp                           ;  49][GetValue                                     ][00006563][-TRACE-] [Test] GetValue
[2024/03/28 22:02:23.505][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  24][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.505][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  34][GetValueForKey                               ][00006563][WARNING] Unsuported Key : cleaningWarningCounter
[2024/03/28 22:02:23.505][epsonscan2      ][ESScanner.cpp                                ; 469][GetValueForKey                               ][00006563][-ERROR-] Failed get value for key.
[2024/03/28 22:02:23.505][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt cleaningWarningCounter 0
[2024/03/28 22:02:23.505][epsonscan2      ][Controller.cpp                               ; 212][GetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.505][epsonscan2      ][Controller.cpp                               ; 337][GetCapability                                ][00006563][-TRACE-] Enter key = cleaningWarningCounter
[2024/03/28 22:02:23.505][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  24][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.505][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  34][GetValueForKey                               ][00006563][WARNING] Unsuported Key : cleaningWarningCounter
[2024/03/28 22:02:23.506][epsonscan2      ][ESScanner.cpp                                ; 469][GetValueForKey                               ][00006563][-ERROR-] Failed get value for key.
[2024/03/28 22:02:23.506][epsonscan2      ][Controller.cpp                               ; 341][GetCapability                                ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.506][epsonscan2      ][Controller.cpp                               ; 210][GetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.506][epsonscan2      ][PassThroughInt.hpp                           ;  49][GetValue                                     ][00006563][-TRACE-] [Test] GetValue
[2024/03/28 22:02:23.506][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  24][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.506][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  34][GetValueForKey                               ][00006563][WARNING] Unsuported Key : cleaningWarningNotify
[2024/03/28 22:02:23.506][epsonscan2      ][ESScanner.cpp                                ; 469][GetValueForKey                               ][00006563][-ERROR-] Failed get value for key.
[2024/03/28 22:02:23.506][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt cleaningWarningNotify 0
[2024/03/28 22:02:23.506][epsonscan2      ][Controller.cpp                               ; 212][GetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.506][epsonscan2      ][Controller.cpp                               ; 337][GetCapability                                ][00006563][-TRACE-] Enter key = cleaningWarningNotify
[2024/03/28 22:02:23.506][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  24][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.506][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  34][GetValueForKey                               ][00006563][WARNING] Unsuported Key : cleaningWarningNotify
[2024/03/28 22:02:23.506][epsonscan2      ][ESScanner.cpp                                ; 469][GetValueForKey                               ][00006563][-ERROR-] Failed get value for key.
[2024/03/28 22:02:23.506][epsonscan2      ][Controller.cpp                               ; 341][GetCapability                                ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.506][epsonscan2      ][Controller.cpp                               ; 210][GetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.506][epsonscan2      ][PassThroughInt.hpp                           ;  49][GetValue                                     ][00006563][-TRACE-] [Test] GetValue
[2024/03/28 22:02:23.506][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  24][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.506][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  34][GetValueForKey                               ][00006563][WARNING] Unsuported Key : paperProtectionCounter
[2024/03/28 22:02:23.507][epsonscan2      ][ESScanner.cpp                                ; 469][GetValueForKey                               ][00006563][-ERROR-] Failed get value for key.
[2024/03/28 22:02:23.507][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt paperProtectionCounter 0
[2024/03/28 22:02:23.507][epsonscan2      ][Controller.cpp                               ; 212][GetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.507][epsonscan2      ][Controller.cpp                               ; 337][GetCapability                                ][00006563][-TRACE-] Enter key = paperProtectionCounter
[2024/03/28 22:02:23.507][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  24][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.507][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  34][GetValueForKey                               ][00006563][WARNING] Unsuported Key : paperProtectionCounter
[2024/03/28 22:02:23.507][epsonscan2      ][ESScanner.cpp                                ; 469][GetValueForKey                               ][00006563][-ERROR-] Failed get value for key.
[2024/03/28 22:02:23.507][epsonscan2      ][Controller.cpp                               ; 341][GetCapability                                ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.512][epsonscan2      ][Controller.cpp                               ; 203][SetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.512][epsonscan2      ][Key.cpp                                      ;  13][SetValue                                     ][00006563][-TRACE-] SetValueInt FunctionalUnit 0
[2024/03/28 22:02:23.512][epsonscan2      ][Controller.cpp                               ; 205][SetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.512][epsonscan2      ][Controller.cpp                               ; 203][SetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.512][epsonscan2      ][Key.cpp                                      ;  13][SetValue                                     ][00006563][-TRACE-] SetValueInt ColorType 2
[2024/03/28 22:02:23.512][epsonscan2      ][Controller.cpp                               ; 205][SetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.512][epsonscan2      ][Controller.cpp                               ; 203][SetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.512][epsonscan2      ][Key.cpp                                      ;  13][SetValue                                     ][00006563][-TRACE-] SetValueInt AutoColorPixelType 0
[2024/03/28 22:02:23.512][epsonscan2      ][Controller.cpp                               ; 205][SetValue                                     ][00006563][-TRACE-] Leave
